Address,County,not_full_price,vatx,row_id,price,year,quarter,year_norm,is_new_property,distance,LnP
"LEA, PORTARLINGTON, LAOIS",Laois,0,0,10811,330.0,2017,4,1,0,69.12198101951374,5.799092654460526
"3 THE COACH HOUSE YARD, MAIN ST, JOHNSTOWN",Kildare,0,0,10812,240.0,2017,3,1,0,41.61444820278396,5.480638923341991
"TYNTE PARK EST, DUNLAVIN, WICKLOW",Wicklow,0,0,10813,1000.0,2017,2,1,0,222.73090551239113,6.907755278982137
"36 STREAMVILLE RD, DONAGHIES, DUBLIN 13",Dublin,0,0,10814,290.0,2017,3,1,0,209.30422532879902,5.66988092298052
"84 Abbot Court, Cualanor, Dun Laoghaire",Dublin,0,1,10815,214.4,2017,1,1,1,2.0096305578111666,5.367843429196647
"1 ST JOHNS PARK NORTH, ST JOHNS GROVE, JOHNSTOWN",Kildare,0,0,10816,550.0,2017,3,1,0,48.034150646123834,6.309918278226516
"WEST TOWN, MALIN HEAD, DONEGAL",Donegal,0,0,10817,146.25,2017,1,1,0,118.18541856048873,4.985317486111966
"MONIVEA, ATHENRY, CO GALWAY",Galway,0,0,10818,125.0,2017,2,1,0,47.72278492279482,4.8283137373023015
"13 BLACKHEATH AVE, CLONTARF, DUBLIN 3",Dublin,0,0,10819,735.0,2017,1,1,0,98.3412436528871,6.5998704992128365
"39 CHURCH ST, DUBLIN 7",Dublin,0,0,10820,271.5,2017,4,1,0,2.0096305578111666,5.60396213937399
"17 ASHLEIGH WOOD, MONALEEN, LIMERICK",Limerick,0,0,10821,485.0,2017,2,1,0,301.0089772559003,6.184148890937483
"9 ST JOSEPHS SQR, CLONTARF, DUBLIN 3",Dublin,0,0,10823,365.0,2017,2,1,0,223.1929062004357,5.8998973535824915
"1 HAZELBROOK COURT, TERENURE RD WEST, TERENURE DUBLIN 6W",Dublin,0,0,10824,464.0,2017,4,1,0,29.307918642627367,6.139884552226255
"70 NEWPARK, PORTLAOISE, CO LAOIS",Laois,0,0,10825,121.5,2017,2,1,0,130.45827757136146,4.799914262780603
"3 and 4 The Avenue, Gleann Ull, Ballyhooly",Cork,0,1,10826,160.0,2017,1,1,1,221.11792685979793,5.075173815233827
"DERRINS, ACHILL SOUND, WESTPORT",Mayo,0,0,10827,60.0,2017,1,1,0,209.4076805692142,4.0943445622221
"37 KENT RD, BALLYPHEHANE, CORK",Cork,0,0,10828,165.0,2017,1,1,0,148.47192271145127,5.10594547390058
"17 ST MOCHTAS VALE, COOLMINE LODGE, BLANCHARDSTOWN DUBLIN 15",Dublin,0,0,10829,297.5,2017,3,1,0,2.0096305578111666,5.695414224985685
"COOLCROO, TWO MILE BORRIS, THURLES",Tipperary,0,0,10831,100.0,2017,4,1,0,96.41124857900364,4.605170185988092
"13 SIMMONSCOURT RD, BALLSBRIDGE, DUBLIN 4",Dublin,0,0,10832,1070.0,2017,1,1,0,209.3068196906632,6.975413927455952
"6 THE QUARRY, NORTH CIRCULAR RD, LIMERICK",Limerick,0,0,10833,197.0,2017,3,1,0,14.660335728518913,5.2832037287379885
"222 sycamore grove, sycamores, st mary road",Offaly,0,1,10834,154.18,2017,1,1,1,123.45414507829376,5.038120751031117
"11 ST FINTANS CRESCENT, SUTTON, DUBLIN 13",Dublin,0,0,10835,655.0,2017,2,1,0,185.45302510434334,6.484635235635252
"HEADFORT RD, KELLS, MEATH",Meath,0,0,10836,480.0,2017,2,1,0,152.9715242957011,6.173786103901937
"11 GARTAN DR, SWORDS, DUBLIN",Dublin,0,0,10837,535.0,2017,4,1,0,219.80031049925475,6.282266746896006
"DEANWATER, SAVAL PARK GARDENS, DALKEY",Dublin,0,0,10838,795.0,2017,2,1,0,84.56590476386424,6.678342114654332
"44 GLENCARRIG, BALLINODE, SLIGO",Sligo,0,0,10839,138.0,2017,4,1,0,117.22357660997689,4.927253685157205
"17 HANLEY AVE, BOYLE, ROSCOMMON",Roscommon,0,0,10840,65.0,2017,2,1,0,182.1874869316498,4.174387269895637
"99 ROSEHILL, NEWPORT, COUNTY TIPPERARY",Tipperary,0,0,10841,156.0,2017,2,1,0,156.82085897442417,5.049856007249537
"24B VALEVIEW GARDENS, FINGLAS SOUTH, DUBLIN 11",Dublin,0,0,10842,188.0,2017,4,1,0,96.85791707777807,5.236441962829949
"BALLYBAILIE, ARDEE, CO LOUTH",Louth,0,0,10843,127.0,2017,1,1,0,74.93723227329376,4.844187086458591
"APT 40, HEATHER COURT, STEPASIDE PARK",Dublin,0,0,10844,321.5,2017,4,1,0,9.177365570822671,5.772997543677674
"LACKEN SLAVIA, ENNISCRONE, CO. SLIGO",Sligo,0,0,10845,144.0,2017,4,1,0,72.6137055073297,4.969813299576001
"10 HILLCREST, CAPPAGH, KINSALE",Cork,0,0,10846,275.0,2017,1,1,0,208.33165638897248,5.616771097666572
"45 EMYVALE, ARKLOW, WICKLOW",Wicklow,0,0,10847,189.0,2017,3,1,0,39.371390011270194,5.241747015059643
"9 GLEN RD, MONKSTOWN, CORK",Cork,1,0,10848,80.0,2017,3,1,0,217.55592452156367,4.382026634673881
"67 AN GRIANAN, BALLINEOUD, DUNGARVAN",Waterford,0,0,10849,136.0,2017,3,1,0,78.80883189557971,4.912654885736052
"21 Park Avenue, Millers Glen, Swords",Dublin,0,1,10850,271.13,2017,2,1,1,219.80031049925475,5.602598410655186
"72 BEAUMONT COURT, BEAUMONT WOODS, DUBLIN 9",Dublin,0,0,10851,230.0,2017,4,1,0,112.95280582318168,5.438079308923196
"RUSHANES, GLANDORE, CO CORK",Cork,0,0,10853,450.0,2017,3,1,0,219.17064342671037,6.1092475827643655
"36 BASKIN COTTAGES, BASKIN LANE, DUBLIN",Dublin,0,0,10854,311.0,2017,3,1,0,2.0096305578111666,5.739792912179234
"44 LISSADEL DR, DRIMNAGH, DUBLIN 12",Dublin,0,0,10855,188.0,2017,4,1,0,79.3299472177269,5.236441962829949
"23 Hawthorn Gate, Maynooth Road, Celbridge",Kildare,0,1,10856,308.37,2017,3,1,1,190.91826541824318,5.7313003606929405
"Apt 31 New Bancroft Square, Main Street, Tallaght",Dublin,0,1,10857,125.5,2017,3,1,1,110.32307999384687,4.832305758571839
"ST JOHNS, OLDCOURT RD, DUBLIN 24",Dublin,0,0,10858,850.0,2017,4,1,0,221.02160070694137,6.745236349484363
"6 CUIRT GHALLAGH, CASTLEBLAKENEY, CO GALWAY",Galway,0,1,10859,90.0,2017,4,1,1,170.44829832269517,4.499809670330265
"25 BEECHWOOD AVE, NEWCASTLE WEST, LIMERICK",Limerick,0,0,10860,105.0,2017,1,1,0,98.1712911492809,4.653960350157523
"10 NICOLAS AV, SMITHFIELD, DUBLIN 7",Dublin,0,0,10861,150.0,2017,1,1,0,2.0096305578111666,5.0106352940962555
"12 The Walk, St. Marnocks Bay, Portmarnock",Dublin,0,1,10862,462.56,2017,4,1,1,196.39373100414286,6.1367762782680355
"11 ST IBARS VILLAS, BELVEDERE RD, WEXFORD",Wexford,0,0,10863,170.0,2017,1,1,0,111.70024668787978,5.135798437050262
"11ECHLIN COURT, RUSH, DUBLIN",Dublin,0,0,10864,260.0,2017,1,1,0,10.400909564530245,5.560681631015528
"FARNAHOE, INNISHANNON, CO. CORK",Cork,0,0,10865,270.0,2017,2,1,0,219.17064342671037,5.598421958998375
"29 STEELS TERRACE, ENNIS, CO CLARE",Clare,0,0,10866,92.0,2017,1,1,0,141.84232974429756,4.5217885770490405
"60 Roseland Avenue, Cualanor, Dun Laoghaire",Dublin,0,1,10867,643.17,2017,2,1,1,2.0096305578111666,6.4664090749859495
"9 MADDEN RD, CIRCULAR RD SOUTH, DUBLIN 8",Dublin,0,0,10868,455.0,2017,3,1,0,164.7271758279534,6.12029741895095
"DIREENSILLAUG, CASTLECOVE, KILLARNEY",Kerry,0,0,10869,250.0,2017,3,1,0,258.92227946174165,5.521460917862246
"1 THE SYCAMORES, STRANDHILL, SLIGO",Sligo,0,0,10870,270.0,2017,4,1,0,117.88258569698363,5.598421958998375
"11 BROOKVIEW GARDENS, SOUTH QUAY, ARKLOW",Wicklow,0,0,10871,90.0,2017,2,1,0,39.371390011270194,4.499809670330265
"117 KNOCKMAREE, ST LAWRENCE RD, CHAPELIZOD DUBLIN 20",Dublin,0,0,10872,237.0,2017,1,1,0,54.69120268529929,5.4680601411351315
"5 PRESENTATION AVE, GURRANABRAHER, CORK",Cork,0,0,10873,176.0,2017,2,1,0,164.22694451786987,5.170483995038151
"HOLLYWOOD DEMENSE, HOLLYWOOD, WICKLOW",Wicklow,0,0,10874,312.0,2017,4,1,0,47.03909199963453,5.7430031878094825
"11 Limekiln Drive, Bog Lane, Liscorrie",Louth,0,1,10875,195.0,2017,4,1,1,202.20302425873032,5.272999558563747
"14 FAITH AVE, NORTH STRAND, DUBLIN 3",Dublin,0,0,10876,315.0,2017,2,1,0,160.1603676620992,5.752572638825633
"42 Aughamore, Kilcock Road, Clane",Kildare,0,1,10877,295.15,2017,4,1,1,44.29155151060722,5.687483701686698
"CHARLEVILLE ROAD, NEWMARKET, CO CORK",Cork,0,0,10878,70.0,2017,2,1,0,123.28642345234765,4.248495242049359
"30 ARD DUAIN, ENNISCORTHY, WEXFORD",Wexford,1,0,10879,135.0,2017,4,1,0,145.48142371819583,4.90527477843843
"CAHERLUSKY, SCHULL, CO CORK",Cork,0,0,10880,145.0,2017,2,1,0,227.4970267680765,4.976733742420574
"45 CARRIGDHOUN, WATERPARK, CARRIGALINE",Cork,0,0,10881,172.0,2017,1,1,0,219.17064342671037,5.147494476813453
"BYEWAYS, PUTLAND RD, BRAY",Wicklow,0,0,10882,347.5,2017,3,1,0,76.99665782546245,5.850764665004847
"16 PARKVIEW DR, LETTERKENNY, DONEGAL",Donegal,0,0,10883,124.0,2017,2,1,0,307.39194592349145,4.820281565605037
"112 DRUMNIGH WOOD, PORTMARNOCK, DUBLIN",Dublin,0,0,10884,590.0,2017,4,1,0,191.3762401144878,6.380122536899765
"36 Limetree Hall, Dublin Road, Maynooth",Kildare,0,1,10885,436.12,2017,4,1,1,141.46415477902835,6.077917434838181
"BAUNKYLE, COROFIN, CLARE",Clare,0,0,10887,210.0,2017,3,1,0,131.14877626752116,5.3471075307174685
"6 FARRENBOLEY COTTAGES, DUBLIN 14, DUBLIN",Dublin,0,0,10888,276.2,2017,2,1,0,19.576300126937216,5.621125240975192
"86 LIMERICK JUNCTION, TIPPERARY",Tipperary,0,0,10889,109.0,2017,2,1,0,149.4287714264318,4.6913478822291435
"10 SANDFIELD GARDENS, BLACKROCK, DUNDALK",Louth,0,0,10890,160.0,2017,1,1,0,74.6144932225036,5.075173815233827
"6 SEAVIEW, KILCOOLE, WICKLOW",Wicklow,0,0,10891,305.0,2017,3,1,0,78.22970529102008,5.720311776607412
"OLD ROAD SILVERMINES, NENAGH, CO TIPPERARY",Tipperary,0,0,10892,68.5,2017,3,1,0,61.553260676737885,4.22683374526818
"3 PARK AVE, CAHIR, TIPPERARY",Tipperary,0,0,10893,115.0,2017,1,1,0,107.58092351027535,4.74493212836325
"5 CARRIGMACOGUE PARK, BREE, ENNISCORTHY",Wexford,0,0,10894,182.0,2017,4,1,0,41.779074858159184,5.204006687076795
"13 THE PIER, MARKET POINT, MULLINGAR",Westmeath,0,0,10895,70.0,2017,1,1,0,75.33250300459905,4.248495242049359
"2 LERR AVE, BARNHILL, ABBEYLANDS",Kildare,0,0,10896,168.0,2017,4,1,0,128.53046291428282,5.123963979403259
"312 REDFORD PARK, GREYSTONES, WICKLOW",Wicklow,0,0,10897,415.0,2017,4,1,0,247.9803996458169,6.028278520230698
"COOLDOROUGH, BALLINAHOWN, ATHLONE",Offaly,0,0,10898,80.0,2017,3,1,0,72.69602544110202,4.382026634673881
"22 Ferns Green Bridge, Monasterevin, County Kildare",Kildare,0,1,10899,162.19,2017,3,1,1,29.504825692587705,5.088768487499598
"28 COLLEGE LAWN, CARRIGNAFOY, COBH",Cork,1,0,10900,260.0,2017,4,1,0,205.21945099629045,5.560681631015528
"CLONCARBON, BIRR, OFFALY",Offaly,0,0,10901,195.0,2017,4,1,0,101.84034563039117,5.272999558563747
"97 WHITEFIELDS STATION RD, PORTARLINGTON, LAOIS",Laois,0,0,10902,152.5,2017,2,1,0,84.92194766303973,5.0271645960474665
"2 HUNTERS MEADOW, HUNTERS WOOD, DUBLIN 24",Dublin,0,0,10903,340.0,2017,4,1,0,175.47132337313138,5.8289456176102075
"84 MERVUE LAWN, BALLYVOLANE, CORK",Cork,0,0,10904,157.38,2017,1,1,0,222.688613606915,5.058663263106837
"16 BRIOT DR, TEMPLARS HALL, KILBARRY",Waterford,0,0,10905,170.0,2017,3,1,0,145.49444602594872,5.135798437050262
"11 Holdbrook Way, Dublin Road, Portlaoise",Laois,0,1,10906,145.37,2017,1,1,1,77.47185611203389,4.979282216438234
"18 COIS RIASC, BANTRY, CORK",Cork,0,0,10907,120.0,2017,4,1,0,203.39626798205617,4.787491742782046
"DRUMANY, KERRYKEEL, LETTERKENNY",Donegal,0,0,10908,60.0,2017,4,1,0,282.42335128438083,4.0943445622221
"3A WHITESTRAND RD, LOWER SALTHILL, GALWAY",Galway,0,0,10909,215.0,2017,4,1,0,139.2418016928566,5.3706380281276624
"94 WHITEHALL ESTATE, TULLAMORE, CO OFFALY",Offaly,0,0,10910,100.0,2017,2,1,0,111.15447685671346,4.605170185988092
"8 INIS LUA, FATHER RUSSELL RD, DOORADOYLE",Limerick,0,0,10911,270.0,2017,2,1,0,62.86045145952103,5.598421958998375
"18 Ard Lugalisheen, Ballindine",Mayo,0,1,10912,92.51,2017,4,1,1,192.04509913042,4.527316746783227
"10 Cuil Duin Avenue, Cuil Duin, Citywest",Dublin,0,1,10913,251.1,2017,3,1,1,138.53131569928394,5.5258512661635395
"UPSTAIRS APARTMENT, 81 TERENURE ROAD NORTH, TERENURE",Dublin,0,0,10914,214.5,2017,2,1,0,196.39373100414286,5.368309738368072
"2 Sheils Court, Rathcoole, Co. Dublin",Dublin,0,1,10915,365.64,2017,1,1,1,179.2220760764568,5.901649242785618
"166 Kylemore, Schoolhouse Road, Monaleen",Limerick,0,1,10916,284.7,2017,3,1,1,99.13018957631081,5.651435994283992
"MANOR KILBRIDE, BLESSINGTON, WICKLOW",Wicklow,0,0,10917,208.0,2017,1,1,0,133.23670927773972,5.337538079701318
"7 Knocksinna Wood, Blackrock, Co. Dublin",Dublin,0,1,10920,969.16,2017,4,1,1,2.0096305578111666,6.876429716939228
"30 BAYSIDE SQ SOUTH, BAYSIDE, SUTTON DUBLIN 13",Dublin,0,0,10921,432.0,2017,4,1,0,277.2974451887915,6.068425588244111
"13 STAPLESTOWN RD, CARLOW, CARLOW",Carlow,0,0,10922,87.0,2017,3,1,0,118.26832088355232,4.465908118654584
"7 Cloch Chora, Corofin",Galway,0,1,10923,246.7,2017,4,1,1,172.9788948266406,5.508173023535311
"40 Windmill Close, Rathcoole",Dublin,0,1,10925,308.37,2017,2,1,1,94.27318280372758,5.7313003606929405
"10 Castlelynn, Soliders Road, Bray",Wicklow,0,1,10926,480.18,2017,4,1,1,39.371390011270194,6.174161033607009
"93 Ard Uisce, Whiterock Hill",Wexford,0,1,10927,203.85,2017,1,1,1,63.64246219759775,5.317384429265262
"24 MOUNTAIN VIEW DR, CAHIR, TIPPERARY",Tipperary,0,0,10928,80.0,2017,2,1,0,0.05299817937483624,4.382026634673881
"32 Arda Na Deirge, Killaloe",Clare,0,1,10929,240.0,2017,3,1,1,170.85999885743675,5.480638923341991
"APT 1, 629 SOUTH CIRCULAR RD, DUBLIN 8",Dublin,0,0,10930,250.0,2017,1,1,0,199.1745839763671,5.521460917862246
"43 COIS FARRAIGE, BLACKROCK, DUNDALK",Louth,0,1,10931,189.43,2017,2,1,1,144.26875514497226,5.244019563140188
"5 OAK GROVE, DERRINTURN, COUNTY KILDARE",Kildare,0,1,10932,213.8,2017,3,1,1,48.037970068336556,5.365040998590945
"5 WATERSIDE QUAY, HANOVER ST, CORK",Cork,0,0,10933,215.0,2017,3,1,0,219.17064342671037,5.3706380281276624
"7 GRANARY DR, GRANGE, SLIGO",Sligo,0,0,10934,160.0,2017,4,1,0,174.82144061359608,5.075173815233827
"16 ULSTER STREET, PHIBSBOROUGH, DUBLIN 7",Dublin,0,0,10935,295.0,2017,1,1,0,82.05495740503231,5.68697535633982
"70 Diswellstown Manor, Castleknock, DUBLIN 15",Dublin,0,1,10936,370.04,2017,2,1,1,2.0096305578111666,5.913611107903118
"ACADIA, CALDRAGH, CARRICK ON SHANNON",Leitrim,0,0,10937,510.0,2017,2,1,0,138.2053450644723,6.234410725718371
"APT 417, CASTLE PLACE, RAILWAY SQ",Waterford,0,0,10938,115.0,2017,3,1,0,74.88337788979993,4.74493212836325
"GAMBONSFIELD, KILSHEELAN, CLONMEL",Tipperary,0,0,10939,135.0,2017,4,1,0,104.30916204597867,4.90527477843843
"NO. 35 CROI AN BHAILE, CARRABANE, ATHENRY",Galway,0,0,10940,175.0,2017,4,1,0,79.03196366749623,5.1647859739235145
"1 WEIR HOUSE, RIVERVIEW, RICHMOND RD DUBLIN 3",Dublin,0,0,10941,292.0,2017,3,1,0,212.51815031501167,5.676753802268282
"2 WHITWORTH AVE, DRUMCONDRA, DUBLIN 3",Dublin,0,0,10942,325.0,2017,4,1,0,224.8665575130904,5.783825182329737
"KNOCKROE, CASTLEREA, CO. ROSCOMMON",Roscommon,0,0,10943,75.0,2017,4,1,0,141.59465019670606,4.31748811353631
"2 The Guillemot, Barnageeragh Cove, Skerries",Dublin,0,1,10944,268.72,2017,3,1,1,113.70678153540342,5.593669945304037
"6 NOVARA MEWS, BRAY, CO WICKLOW",Wicklow,0,0,10946,146.67,2017,3,1,0,129.5946784409015,4.988185165258664
"1 WARREN VIEW, DROMOD, LEITRIM",Leitrim,0,0,10947,65.0,2017,3,1,0,102.714589591349,4.174387269895637
"15 The Avenue, Carrickmines Green, Glenamuck Road",Dublin,0,1,10948,466.96,2017,4,1,1,2.0096305578111666,6.146243600895535
"15 Daffodil Way, Forest Hill, Kilnagleary",Cork,0,1,10949,229.07,2017,3,1,1,214.60803776257717,5.434027633700484
"6 PARKLANDS CRESCENT, MAYNOOTH, KILDARE",Kildare,0,0,10950,370.0,2017,2,1,0,28.928955200138684,5.91350300563827
"ST MARYS RD, EDENDERRY, OFFALY",Offaly,0,0,10951,150.0,2017,2,1,0,103.95567632293357,5.0106352940962555
"TANDERAGEE, KELLS RD, BAILIEBOROUGH",Cavan,0,0,10952,231.0,2017,1,1,0,244.22827659808584,5.442417710521793
"17 Crenigans Banog, Milltown Road, Ashbourne",Meath,0,1,10953,339.21,2017,4,1,1,43.334958287721996,5.826619384615263
"6 MUCKROSS GROVE, KILLARNEY, KERRY",Kerry,0,0,10954,236.0,2017,2,1,0,93.26033178696503,5.4638318050256105
"7 STONEVIEW PLACE, DUN LAOGHAIRE, DUBLIN",Dublin,0,0,10955,400.0,2017,1,1,0,68.72841155381559,5.991464547107982
"33 Daffodil Way, Forest Hill, Kilnagleary",Cork,0,1,10956,229.07,2017,3,1,1,67.53329267688548,5.434027633700484
"17 MCAULEY PARK IRELAND, ARTANE DUBLIN 5, DUBLIN",Dublin,0,0,10957,315.0,2017,1,1,0,178.87870829366534,5.752572638825633
"CAHER, LOUISBURGH, WESTPORT",Mayo,0,0,10958,136.0,2017,3,1,0,100.38661433464776,4.912654885736052
"14 OAKHOUSE, GLENAMUCK RD, CARRICKMINES DUBLIN 18",Dublin,0,0,10959,200.0,2017,4,1,0,9.250175886958269,5.298317366548036
"TOBAROWEN, 2 CLARA COURT, OLDTOWN",Dublin,0,0,10960,488.0,2017,4,1,0,101.65438624257094,6.1903154058531475
"27A REDMOND COVE, WEXFORD",Wexford,0,0,10961,110.0,2017,2,1,0,213.4776648369066,4.700480365792417
"4 Parkside Way, Parkside, Malahide Road",Dublin,0,1,10962,390.0,2017,4,1,1,96.48415632047193,5.966146739123692
"116 Red Arches Road, Silverbanks, The Coast",Dublin,0,1,10963,215.86,2017,3,1,1,23.487805445831793,5.3746300493972
"10 Mossbrook, Prosperous",Kildare,0,1,10964,273.13,2017,4,1,1,144.49873068051997,5.609947872318446
"80 MOURNE RD, DUBLIN 12, DUBLIN",Dublin,1,0,10965,140.0,2017,4,1,0,2.0096305578111666,4.941642422609304
"30 ST JOHNS COURT, GREENPARK, CLONDALKIN DUBLIN 22",Dublin,0,0,10966,245.0,2017,1,1,0,209.3068196906632,5.501258210544727
"29 Diswellstown Avenue, Castleknock",Dublin,0,1,10967,409.69,2017,1,1,1,261.940024073505,6.015400776151452
"KILLPATRICK, DUNDRUM, CO. TIPPERARY",Tipperary,0,0,10968,170.0,2017,1,1,0,121.06188509502094,5.135798437050262
"19 THE PADDOCKS, KILKENNY RD, GOWRAN",Kilkenny,0,0,10969,250.0,2017,4,1,0,140.64274293563503,5.521460917862246
"BALLYMURRAY, BALLYMURRAY, ROSCOMMON",Roscommon,0,0,10970,140.0,2017,4,1,0,82.50361266341483,4.941642422609304
"21 GLEANN FIA, KILLEAGH RD, MOGEELY",Cork,0,1,10971,185.0,2017,3,1,1,205.21945099629045,5.220355825078324
"58 PYNES VALLEY, BALLYVOLANE, CORK",Cork,0,0,10972,251.0,2017,2,1,0,246.06722122842453,5.5254529391317835
"9 The Borough, Moneygourney, Douglas",Cork,0,1,10973,374.78,2017,4,1,1,90.68171672196942,5.926339187147519
"APT 39 BLOCK A, FARRANLEA HALL, VICTORIA CROSS",Cork,0,0,10974,226.67,2017,4,1,0,0.34741860459685614,5.423495215276265
"Apartment 20 Canal Bank Walk, Castleforde, Ballyconnell",Cavan,0,1,10975,85.0,2017,2,1,1,120.35534429888585,4.442651256490317
"12 The Avenue, Carrickmines Green, Dublin",Dublin,0,1,10976,484.58,2017,1,1,1,15.682937639418943,6.1832825363792825
"63 PHIBSBOROUGH RD YARD AT 59, PHIBSBORO RD DUBLIN 7, DUBLIN 7",Dublin,0,0,10977,96.0,2017,1,1,0,182.39387498620738,4.564348191467836
"22 CLUAIN LARACH, KNOCKENDUFF, TRAMORE",Waterford,0,1,10978,173.83,2017,1,1,1,169.3975024303591,5.158077810133449
"57 NEWCASTLE MANOR SQ, MAIN ST, NEWCASTLE",Dublin,0,0,10979,215.0,2017,1,1,0,277.2974451887915,5.3706380281276624
"11 TYNAN HALL GROVE, KINGSWOOD DUBLIN 24, DUBLIN",Dublin,0,0,10980,380.0,2017,4,1,0,74.60986720966547,5.940171252720432
"DYSART, CO WESTMEATH",Westmeath,0,0,10981,95.0,2017,3,1,0,131.67650812300704,4.553876891600541
"28 GRIFFITH DRIVE, FINGLAS EAST, DUBLIN 11",Dublin,0,0,10982,330.0,2017,4,1,0,109.87282968812679,5.799092654460526
"7 OLD LUCAN RD, PALMERSTOWN VILLAGE, PALMERSTOWN",Dublin,0,0,10983,350.0,2017,4,1,0,188.6531377962461,5.857933154483459
"30 KILLEGLAND HALL, ASHBOURNE, MEATH",Meath,0,0,10984,176.0,2017,3,1,0,68.45728245473762,5.170483995038151
"11 CHESTNUT DR, LACKEN WOOD, WATERFORD",Waterford,0,0,10985,190.0,2017,3,1,0,132.2394062975128,5.247024072160486
"BROHER, CHARLESTOWN, CO MAYO",Mayo,0,0,10986,325.0,2017,4,1,0,95.80852570610261,5.783825182329737
"PEARL VALLEY, WOODLANDS, DUNMANWAY",Cork,0,0,10987,225.0,2017,4,1,0,213.54724070806304,5.41610040220442
"15 MILL STREET, MONAGHAN, CO MONAGHAN",Monaghan,0,0,10988,83.0,2017,1,1,0,111.25633260167571,4.418840607796598
"44 OLD KILLARNEY VILLAGE, AGHADOE, KILLARNEY",Kerry,0,0,10989,135.0,2017,1,1,0,262.4815805769727,4.90527477843843
"51 THE PARK, BLUE CEDARS, BALLYBOFEY",Donegal,0,0,10990,146.0,2017,2,1,0,190.70888897967802,4.983606621708336
"THE BASEMENT, 33 FITZWILLIAM PLACE, DUBLIN 2",Dublin,0,0,10991,480.0,2017,3,1,0,4.477235398159662,6.173786103901937
"47 BALLYVAREEN, KILDIMO, LIMERICK",Limerick,0,0,10992,175.0,2017,2,1,0,20.603104953879665,5.1647859739235145
"1 HUGHES RD SOUTH, WALKINSTOWN, DUBLIN 12",Dublin,0,0,10994,375.0,2017,4,1,0,180.42872089805286,5.926926025970411
"40 ST ALBANS PARK, SANDYMOUNT, DUBLIN 4",Dublin,0,0,10995,1075.0,2017,3,1,0,269.1294606366816,6.980075940561763
"171 LEIGHLIN RD, CRUMLIN, DUBLIN 12",Dublin,0,0,10996,225.0,2017,2,1,0,2.0096305578111666,5.41610040220442
"16 Deryoaks, Ballyconnell",Cavan,0,1,10997,79.3,2017,3,1,1,216.35880900046288,4.373238128640803
"8 Liscorrie Hall, Liscorrie  Bog Lane, Drogheda",Louth,0,1,10998,195.0,2017,4,1,1,205.2894973200649,5.272999558563747
"GRANARD, LYRE, CLONAKILTY",Cork,0,0,10999,450.0,2017,1,1,0,189.82080225551746,6.1092475827643655
"129 SPERRIN RD, DRIMNAGH, DUBLIN 12",Dublin,0,0,11000,200.0,2017,4,1,0,62.23497591823396,5.298317366548036
"13 Cois Cille, Church Road, Carrigtwohill",Cork,1,1,11001,227.16,2017,3,1,1,85.78822133177249,5.425654615009232
"8 AUBURN PARK, EDGEWORTHSTOWN, LONGFORD",Longford,0,0,11003,76.0,2017,3,1,0,178.8199529284701,4.330733340286331
"Apt 8 New Bancroft Place, Main Street, Tallaght",Dublin,0,1,11004,215.97,2017,3,1,1,176.92899207201893,5.375139509149321
"CURRAGH HOUSE, CURRAGH, LISSARDA",Cork,0,0,11005,395.0,2017,2,1,0,140.25296514592605,5.978885764901122
"1 WESTSIDE, KILLARNEY RD, MILLSTREET TOWN",Cork,0,0,11006,134.0,2017,1,1,0,337.0804146587144,4.897839799950911
"4 BEACH COURT, KILCOOLE, WICKLOW",Wicklow,0,0,11007,212.0,2017,2,1,0,192.02957121113275,5.356586274672012
"25 ELM RD, RIVERBANK, ANNACOTTY",Limerick,0,0,11008,253.0,2017,4,1,0,0.26593756967240056,5.53338948872752
"158 ST JAMESS RD, GREENHILLS, DUBLIN 12",Dublin,0,0,11009,280.0,2017,1,1,0,185.45302510434334,5.634789603169249
"Apt 99 Abbot Court, Cualanor  Upper Glenageary Road, Dun Laoghaire",Dublin,0,1,11010,167.12,2017,2,1,1,77.62408103276417,5.11871211724831
"42  KILLHEALE AVENUE, KILHEALE MANOR, KILL",Kildare,0,1,11011,325.0,2017,1,1,1,60.67814974260766,5.783825182329737
"KILCOOSEY, DROMAHAIR, LEITRIM",Leitrim,0,0,11012,132.0,2017,3,1,0,144.99007896199691,4.882801922586371
"20 AN FIODAN, DOUGHISKA, GALWAY",Galway,0,0,11013,210.0,2017,4,1,0,178.2790170032811,5.3471075307174685
"50 ROSEMOUNT AVE, ARTANE, DUBLIN 5",Dublin,0,0,11014,430.0,2017,2,1,0,8.38087401416906,6.063785208687608
"MULLINARY, CARRICKMACROSS, CO MONAGHAN",Monaghan,0,0,11015,115.0,2017,4,1,0,112.2953946158385,4.74493212836325
"37 SMITHFIELD VILLAGE, DUBLIN 7",Dublin,0,0,11016,252.5,2017,2,1,0,2.0096305578111666,5.531411248715415
"6 HILLVIEW CRESCENT, BENNETTSBRIDGE, CO KILKENNY",Kilkenny,0,0,11017,145.0,2017,4,1,0,92.4731535267774,4.976733742420574
"THREE TREES RD, GORTAGORE, DONEGAL",Donegal,0,0,11018,212.75,2017,3,1,0,199.68989721092098,5.360117767453484
"6 Hawthorn Gorve, Bird Avenue, Clonskeagh",Dublin,0,1,11019,427.31,2017,4,1,1,175.47132337313138,6.057509745137665
