Address,County,Not Full Market Price,VAT Exclusive,row_id,"Price(1,000 €)",year,quarter,year_norm,is_new_property
"18 SEAPOINT, DUNBAR RD, WICKLOW",Wicklow,0,0,4711,399.5,2016,3,0,0
"32 PALMERSTOWN SQUARE, PALMERSTOWN, DUBLIN 20",Dublin,0,0,4712,180.0,2016,4,0,0
"MONADREEN, THURLES, TIPPERARY",Tipperary,0,0,4713,180.0,2016,3,0,0
"BOHERGEELA, MEANUS, KILMALLOCK",Limerick,0,0,4715,149.0,2016,4,0,0
"Brookview, Ardlough Road, Celbridge",Kildare,0,1,4717,696.04,2016,3,0,1
"4 WOODSIDE, RATHNEW, WICKLOW",Wicklow,0,0,4718,175.0,2016,3,0,0
"87 LAMBOURN RD, CLONSILLA, DUBLIN 15",Dublin,0,0,4719,300.0,2016,3,0,0
"10 SPENCER VILLAS, GLENAGEARY, DUBLIN",Dublin,0,0,4720,1015.0,2016,3,0,0
"7 Parkside Drive, Balgriffin, Dublin 13",Dublin,0,1,4721,288.54,2016,3,0,1
"9 HALCON DR, SILVERSPRINGS, CORK",Cork,0,0,4722,180.0,2016,3,0,0
"9 THE GABLES, NEW RD, PENNYWELL",Limerick,0,0,4723,105.0,2016,3,0,0
"27 PAIRC CLUIMIN, KILUMMIN, KILLARNEY",Kerry,0,0,4724,217.0,2016,3,0,0
"49 MILLBANK, SALLINS, COUNTY KILDARE",Kildare,0,0,4725,102.0,2016,1,0,0
"15, The Rope, Convent Garden",Cork,0,1,4726,211.47,2016,4,0,1
"THE LANE, PLUNKETTSTOWN LOWER, CASTLEDERMOT",Kildare,0,0,4727,170.0,2016,3,0,0
"78 FFORSTER LAWN, LUCAN, DUBLIN",Dublin,0,0,4729,285.0,2016,3,0,0
"34 KNOCKMORE RD, ARKLOW, WICKLOW",Wicklow,0,0,4730,230.0,2016,4,0,0
"19 GLINCOOL CRESCENT, BALLINCOLLIG, CORK",Cork,0,0,4731,252.0,2016,3,0,0
"2 Cul An Aith, Barna, GALWAY",Galway,0,0,4733,240.0,2016,3,0,0
"SCOR MORE, ELPHIN, CO ROSCOMMON",Roscommon,0,0,4734,105.0,2016,2,0,0
"63 THE LAWN, CAHORE POINT, CAHORE",Wexford,0,0,4735,200.0,2016,4,0,0
"2 SEEHAUN, BALLYSHEEDY, GORT",Galway,0,0,4736,200.0,2016,4,0,0
"21 DARGAN ST, BRAY, WICKLOW",Wicklow,0,0,4737,160.0,2016,3,0,0
"1 VERSCHOYLE CRESCENT, SAGGART ABBEY, SAGGART",Dublin,0,0,4738,211.0,2016,1,0,0
"DRUMDUFF NORTH, DRUMSHANBO, LEITRIM",Leitrim,0,0,4739,153.5,2016,4,0,0
"12 HAMPTON WOOD LAWN, HAMPTON WOOD, DUBLIN 11",Dublin,0,1,4740,215.86,2016,3,0,1
"1 Castlegrange Square, Castaheaney",Dublin,0,1,4742,285.0,2016,4,0,1
"29 ROCKYPOOL CRESCENT, BLESSINGTON, WICKLOW",Wicklow,0,0,4743,200.0,2016,3,0,0
"15 LARAGH, KILLINEY AVE, KILLINEY",Dublin,0,0,4744,480.0,2016,4,0,0
"13A The Mews, Ballywaltrim Cottages, Bray",Wicklow,0,1,4745,291.5,2016,4,0,1
"34 College Lawn, College Manor, Carrignafoy",Cork,0,1,4746,193.83,2016,4,0,1
"58 Fairgreen Park, Mullagh",Cavan,0,1,4747,57.27,2016,1,0,1
"BALLYQUIN, TUAMGRANEY, CLARE",Clare,0,0,4748,178.0,2016,3,0,0
"3 CASTLEGATE VALE, ADAMSTOWN CASTLE, ADAMSTOWN",Dublin,0,0,4749,215.0,2016,4,0,0
"93 THE SWEEPSTAKES, BALLSBRIDGE PARK, BALLSBRIDGE DUBLIN 4",Dublin,0,0,4750,476.0,2016,3,0,0
"134 CLONMINCH WOOD, TULLAMORE, OFFALY",Offaly,0,0,4751,160.0,2016,3,0,0
"7 ROSE HILL, WICKLOW TOWN, CO. WICKLOW.",Wicklow,0,0,4752,187.0,2016,3,0,0
"21 MULLACH GLAS, MONAGHAN",Monaghan,0,0,4753,90.0,2016,4,0,0
"8 HILLVIEW, CARRIGALINE, CO CORK",Cork,0,0,4754,260.0,2016,3,0,0
"77 BURGAGE MANOR, BLESSINGTON, WICKLOW",Wicklow,0,0,4755,275.0,2016,4,0,0
"232 COLLINS AVE, DUBLIN 9, DUBLIN",Dublin,1,0,4756,250.0,2016,1,0,0
"NO 1 CASTLESIZE, SALLINS, CO KILDARE",Kildare,0,0,4757,190.0,2016,3,0,0
"109 BROOKLANDS, CLANE, KILDARE",Kildare,0,0,4758,240.0,2016,3,0,0
"TULLYNAHINERA, CASTLEBLAYNEY, CO MONAGHAN",Monaghan,0,0,4759,130.0,2016,1,0,0
"45 The Crescent, Piper's Hill, Kilashee",Kildare,0,1,4760,305.12,2016,4,0,1
"GARRANES, DUNMANWAY, CO CORK",Cork,0,0,4761,100.0,2016,2,0,0
"5 Burford Drive, Honeypark, Dun Laoghaire",Dublin,0,1,4762,687.22,2016,1,0,1
"20 Beechgrove, Kildare, County Kildare",Kildare,0,0,4763,170.0,2016,1,0,0
"THE WHITE DOOR, THE FAIRGREEN, WESTPORT",Mayo,0,0,4764,126.0,2016,4,0,0
"APT 13C KERMON HOUSE, THE MALL NORTH QUAY, DROGHEDA",Louth,0,0,4765,70.0,2016,2,0,0
"BARN, CAHERACAHA, BALLINGEARY",Cork,0,0,4766,90.0,2016,4,0,0
"48 BARTON RD EAST, CHURCHTOWN, DUBLIN 14",Dublin,0,0,4767,445.0,2016,3,0,0
"18 Cuirt Merriman, Ardnaculla, Ennistymon",Clare,0,1,4768,67.86,2016,3,0,1
"19 OWENDOHER LODGE, BALLYBODEN RD, RATHFARNHAM DUBLIN 16",Dublin,0,0,4769,275.0,2016,3,0,0
"MAIN ST, BALLYMORE, CO WESTMEATH",Westmeath,0,0,4770,70.0,2016,2,0,0
"65 CARLTON SUITES, HENRY ST, LIMERICK",Limerick,0,0,4771,235.0,2016,4,0,0
"1 POPLAR, GRATTAN WOOD, HOLE IN THE WALL RD DUBLIN 13",Dublin,1,0,4772,185.0,2016,4,0,0
"8 FINGAL PLACE, DUBLIN 8, DUBLIN",Dublin,0,0,4773,365.0,2016,3,0,0
"Apartment 174 Neptune Block, Honeypark, Dun Laoghaire",Dublin,0,1,4774,396.48,2016,4,0,1
"CHURCHFIELD UPPER, TOURMAKEADY, CLAREMORRIS",Mayo,0,0,4775,150.0,2016,2,0,0
"ROSSACOOSANE, TEMPLENOE, KENMARE",Kerry,0,0,4776,293.0,2016,2,0,0
"BALLYLINE, CALLAN, CO KILKENNY",Kilkenny,0,0,4777,620.3,2016,3,0,0
"66 ROSEDALE CRESCENT, CLONEE, DUBLIN 15",Dublin,0,0,4778,161.0,2016,4,0,0
"68 CABRA DR, PHIBSBORO, DUBLIN 7",Dublin,0,0,4779,367.0,2016,2,0,0
"24 ST AIDANS PARK RD, MARINO, DUBLIN 3",Dublin,1,0,4781,192.0,2016,3,0,0
"Dromore, Letterkenny",Donegal,0,0,4782,100.0,2016,1,0,0
"20 MARLAY VIEW, BALLINTEER AVE, RATHFARNHAM DUBLIN 16",Dublin,0,0,4783,325.0,2016,4,0,0
"7 LOWER NEWCASTLE, NEWCASTLE, GALWAY",Galway,0,0,4784,485.0,2016,3,0,0
"4 MANOR CREST, GLEN RD, MONAGHAN",Monaghan,0,0,4785,135.0,2016,3,0,0
"14 DUN EMER WALK, LUSK, DUBLIN",Dublin,0,0,4786,145.0,2016,4,0,0
"3 Clanwilliam, Golf Links Road, Castletroy",Limerick,0,1,4787,625.55,2016,3,0,1
"3 THE GROVE, CAHEREEN HEIGHTS, CASTLEISLAND",Kerry,0,1,4788,165.0,2016,2,0,1
"24 APPLEWOOD LAWN, APPLEWOOD VILLAGE, SWORDS",Dublin,0,0,4789,193.0,2016,2,0,0
"24 BAYVIEW DR, KILLINEY, DUBLIN",Dublin,0,0,4790,370.0,2016,3,0,0
"11A SHOULDER LANE, MALLOW, CO CORK",Cork,0,0,4791,105.0,2016,4,0,0
"1 KINGSMILL MANOR, ELSINORE, DELGANY",Wicklow,0,0,4792,325.0,2016,4,0,0
"7 LYNBROOK, GLASHEEN RD, CORK",Cork,0,0,4793,455.0,2016,3,0,0
"7 FERNLEIGH GRANGE, CASTLEKNOCK, DUBLIN 15",Dublin,0,0,4794,235.0,2016,2,0,0
"5 FIRGROVE MEWS, HERONS WOOD, CARRIGALINE",Cork,0,0,4795,225.0,2016,4,0,0
"SEFTON, KILLINCARRIG RD, GREYSTONES",Wicklow,0,0,4796,895.0,2016,3,0,0
"3 NEWBERRY RD, EDENDERRY, OFFALY",Offaly,1,0,4797,135.0,2016,4,0,0
"3 PARKVIEW, ROBSWALL, MALAHIDE",Dublin,0,0,4798,315.0,2016,4,0,0
"2A HIGHRIDGE GREEN, KILMACUD RD UPPER, BLACKROCK",Dublin,0,0,4800,560.0,2016,2,0,0
"THE HON TANYA BLYTH, ROCKFIELD HOUSE, ATHENRY",Galway,0,0,4801,235.0,2016,3,0,0
"17 KILLIANS COURT, MULLAGH, CO CAVAN",Cavan,0,0,4802,92.5,2016,1,0,0
"8 MARETIMO RD, BLACKROCK, DUBLIN",Dublin,0,0,4803,640.0,2016,3,0,0
"17 TERENURE RD WEST, DUBLIN 6W, DUBLIN",Dublin,0,0,4804,610.0,2016,2,0,0
"61 GLEN AOIBHINN, RIVERCHAPEL, COURTOWN",Wexford,0,0,4805,155.0,2016,2,0,0
"15 WILLIAMS PLACE SOUTH, LONG LANE, DUBLIN 8",Dublin,0,0,4806,265.0,2016,3,0,0
"130 DEERPARK, ASHBOURNE, MEATH",Meath,0,0,4807,260.0,2016,4,0,0
"1 SKEHARD, CREGGS, GALWAY",Galway,0,0,4808,132.4,2016,3,0,0
"26 Dorrins Strand, Strandhill",Sligo,0,1,4809,205.0,2016,3,0,1
"9 Hollywoodrath Crescent, Hollystown, Dublin 15",Dublin,0,1,4810,236.18,2016,4,0,1
"62 BOTANIC AVE, DRUMCONDRA, DUBLIN 9",Dublin,0,0,4811,200.0,2016,1,0,0
"62 KILBARRON AVE, COOLOCK, DUBLIN 5",Dublin,0,0,4812,200.0,2016,3,0,0
"APT 88, HARBOUR VIEW, DUN LAOGHAIRE",Dublin,1,0,4813,350.34,2016,4,0,0
"3 PLUNKETT GROVE, FINGLAS WEST, DUBLIN 11",Dublin,0,0,4814,122.83,2016,4,0,0
"19 Sion Hill Park, Sion Hill Road, Drumcondra",Dublin,0,1,4816,383.26,2016,2,0,1
"2 CHERRY GROVE, HERONS WOOD, CARRIGALINE",Cork,0,0,4817,197.0,2016,2,0,0
"18 HOLLYPARK AVE, BLACKROCK, DUBLIN",Dublin,0,0,4818,650.0,2016,2,0,0
"13 BLESSINGTON LANE, DUBLIN 7, DUBLIN",Dublin,0,0,4819,165.0,2016,2,0,0
"22 PYNES VALLEY, BALLYVOLANE, CORK",Cork,0,0,4820,219.0,2016,1,0,0
"11 BOTANIC VILLAS, GLASNEVIN, DUBLIN 9",Dublin,0,0,4821,328.0,2016,3,0,0
"13 GREENACRES COURT, KNOCKLYON, DUBLIN 16",Dublin,0,0,4822,450.0,2016,2,0,0
"76 PIGEON HOUSE RD, RINGSEND, DUBLIN 4",Dublin,0,0,4823,300.0,2016,2,0,0
"HILLTOP, OMOORES FOREST, MOUNTMELLICK",Laois,0,0,4824,245.0,2016,1,0,0
"TANGLEWOOD, DROMREE, MACROOM",Cork,0,0,4825,267.0,2016,2,0,0
"58 THE GREEN, DUNBOYNE  CASTLE, DUNBOYNE",Meath,0,0,4826,250.0,2016,4,0,0
"16 CLARNEYHALL, RATHDOWNEY, LAOIS",Laois,0,0,4827,115.0,2016,2,0,0
"Apartment 101, St Margarets Road, Hampton Woods",Dublin,1,1,4828,148.0,2016,4,0,1
"3 Racecourse Gate, Naas",Kildare,0,1,4829,452.53,2016,1,0,1
"APT 154 THE COMMONS, FIRST FLOOR   BLOCK 3, DULEEK",Meath,0,0,4830,75.0,2016,3,0,0
"16 THE HASTINGS, CLOSE BALBRIGGAN, DUBLIN",Dublin,0,0,4831,185.0,2016,4,0,0
"23 An Riasc, Farnham Drive, Finglas",Dublin,0,1,4832,295.0,2016,4,0,1
"TOORKEEL, ATHENRY, GALWAY",Galway,0,0,4833,255.0,2016,4,0,0
"1 SHEAHANS APTS 3 4 5 6 7 8 9, ASKEATON, LIMERICK",Limerick,0,0,4834,60.0,2016,2,0,0
"34 DJOUCE MEADOW, ROUNDWOOD, CO WICKLOW",Wicklow,0,0,4835,85.0,2016,1,0,0
"12 MOUNTROSS, NEW ROSS, WEXFORD",Wexford,0,0,4836,114.0,2016,4,0,0
"76 NORTH STRAND ROAD, FAIRVIEW, DUBLIN 3",Dublin,0,0,4837,262.0,2016,3,0,0
"20A RACECOURSE LAWN, TRALEE, KERRY",Kerry,0,0,4838,175.0,2016,4,0,0
"CHRUCH ROAD, GREENVILLE, CO CORK",Cork,0,0,4839,80.0,2016,3,0,0
"22 ROSEHILL, BLACKROCK, DUBLIN",Dublin,0,0,4840,980.0,2016,2,0,0
"6 TOGHER WAY, URLINGFORD, CO KILKENNY",Kilkenny,0,0,4843,70.0,2016,3,0,0
"2 THE COURTYARD, HOLLYBANK AVE, RANALAGH",Dublin,0,0,4844,650.0,2016,3,0,0
"2 CARNEGIE DRIVE, HONEYPARK, DUN LAOGHAIRE",Dublin,0,1,4845,594.71,2016,2,0,1
"26 DEVON PARK, LOWER SALTHILL, GALWAY",Galway,0,0,4846,405.0,2016,4,0,0
"LUDDENMORE, GRANGE, KILMALLOCK",Limerick,0,0,4847,145.0,2016,1,0,0
"18 GREEN RD, BLACKROCK, DUBLIN",Dublin,0,0,4848,900.0,2016,4,0,0
"238 SUNDRIVE RD, CRUMLIN, DUBLIN 12",Dublin,0,0,4849,485.0,2016,4,0,0
"THE EBANNAYS, CHURCH RD, KNOCKLONG",Limerick,0,0,4850,135.0,2016,3,0,0
"38 WILFIELD RD, SANDYMOUNT, DUBLIN 4",Dublin,0,0,4852,870.0,2016,4,0,0
"32 Diswellstown Manor, Castleknock, Dublin 15",Dublin,0,1,4853,431.72,2016,3,0,1
"19 TOWERHILL, BORRISOKANE, NENAGH",Tipperary,0,0,4854,76.0,2016,4,0,0
"14 REGENCY COURT, FRIARY ST, KILKENNY",Kilkenny,0,0,4855,102.0,2016,2,0,0
"50 MEADOW BROOK, MILL RD, CORBALLY",Limerick,0,0,4856,171.0,2016,3,0,0
"18 MITCHEL ST, NENAGH, TIPPERARY",Tipperary,0,0,4857,120.0,2016,3,0,0
"14 KILLEEN, KILLORGLIN, CO. KERRY",Kerry,0,0,4858,80.0,2016,2,0,0
"13 CREEVAGHBAWN, BALLYMAHON, LONGFORD",Longford,0,0,4859,63.0,2016,3,0,0
"62 WYCKHAM POINT, DUNDRUM, DUBLIN 16",Dublin,0,0,4860,237.0,2016,1,0,0
"87 Tubberclaire Meadows, Navan",Meath,0,1,4861,75.0,2016,3,0,1
"2A OAKTREE DR, CASTLEKNOCK, DUBLIN 15",Dublin,0,0,4862,550.0,2016,4,0,0
"9 CRANN MOR COVE, CLOGHERHEAD, CO LOUTH",Louth,0,0,4863,65.0,2016,3,0,0
"WOODFIELD, MOYNURE DRUM, ATHLONE",Roscommon,0,0,4864,245.0,2016,4,0,0
"32 ARD O DONNELL, LETTERKENNY, CO DONEGAL",Donegal,0,0,4866,75.0,2016,2,0,0
"BAY VIEW, QUILTY WEST, QUILTY",Clare,0,0,4867,106.5,2016,4,0,0
"36 BARNORA, THE WOODLANDS, CAHIR",Tipperary,0,0,4868,99.0,2016,4,0,0
"HUNTERS MOON, KILQUADE, WICKLOW",Wicklow,0,0,4870,900.0,2016,1,0,0
"44 RATHVALE DR, COOLOCK, DUBLIN 13",Dublin,0,0,4871,170.0,2016,4,0,0
"1 CLUAIN ARD, BEENNAMWEEL BWEENG, CORK",Cork,0,1,4872,136.56,2016,3,0,1
"2 COLLEGE GATE, SUMMERVILLE AVE, SOUTH CIRCULAR RD",Limerick,0,0,4874,215.0,2016,3,0,0
"2 Diswellstown Chase, Castleknock",Dublin,0,1,4875,425.0,2016,4,0,1
"5 ABBEY STREET, BALLYHAUNIS, CO. MAYO",Mayo,0,0,4876,61.5,2016,3,0,0
"3 FERNCOURT VIEW, BALLYCULLEN, DUBLIN 24",Dublin,0,0,4877,275.0,2016,2,0,0
"GLENDASAN LODGE, WICKLOW GAP ROAD, GLENDALOUGH",Wicklow,0,0,4878,285.0,2016,2,0,0
"APARTMENT 4, BLOCK D, ST ANGELAS COLLEGE",Sligo,0,0,4881,348.3,2016,3,0,0
"9 Ard Na Coille, Lotamore, Mayfield",Cork,0,1,4882,231.28,2016,1,0,1
"VALENTIA VIEW, KILLOLUAIG, PORTMAGEE",Kerry,0,0,4883,101.0,2016,3,0,0
"2 Phelan Drive West, Royal Canal Park, Ratoath Road",Dublin,0,1,4884,305.0,2016,3,0,1
"13 Barnwell Lawn, Hansfield, Barnwell",Dublin,0,1,4885,263.3,2016,1,0,1
"LAHARN, KILLORGLIN, KERRY",Kerry,0,0,4886,180.0,2016,4,0,0
"14 BEECHWOOD, BALLIVOR, MEATH",Meath,0,0,4887,190.0,2016,2,0,0
"29 UPPER WELLINGTON STREET, PHIBSBORO, DUBLIN 7",Dublin,0,0,4888,172.0,2016,3,0,0
"SOUTH VIEW, BAILE DHA, BALLYDAVID",Kerry,0,0,4889,180.0,2016,2,0,0
"28 CLUAIN ARD, BALLYBRIT, GALWAY",Galway,0,0,4890,128.0,2016,1,0,0
"14 KEATING ST, DUNGARVAN, WATERFORD",Waterford,0,0,4891,100.0,2016,4,0,0
"35 PHILIPSBURGH AVE, FAIRVIEW, DUBLIN 3",Dublin,0,0,4892,393.0,2016,2,0,0
"36 AVOCA HALL, BLACKROCK, DUBLIN",Dublin,0,0,4895,375.0,2016,3,0,0
"71 DRUMCAIRN AVE, FETTERLAIRN TALLAGHT, DUBLIN 24",Dublin,0,0,4896,168.5,2016,2,0,0
"10 WYCKHAM PLACE, WYCKHAM BYPASS, DUNDRUM DUBLIN 16",Dublin,0,0,4898,335.0,2016,2,0,0
"36 CREAGH WOODS, GOREY, WEXFORD",Wexford,0,0,4899,140.0,2016,4,0,0
"32 ST JOHNS PARK, TRALEE, KERRY",Kerry,0,0,4901,100.0,2016,4,0,0
"7 WILLISON GARDENS, WILLISON PARK, BLARNEY",Cork,0,0,4902,195.0,2016,1,0,0
"35 COWPER DOWNS, RATHMINES, DUBLIN 6",Dublin,0,0,4903,503.25,2016,3,0,0
"9 BLACKTHORN WAY, FOREST GLEN, FERMOY",Cork,0,0,4904,160.0,2016,3,0,0
"No.48 Ballygossan Park, Golf Links Road, Skerries",Dublin,0,1,4905,251.1,2016,2,0,1
"2 BEACH AVE, DUBLIN 4, DUBLIN",Dublin,0,0,4906,465.0,2016,3,0,0
"26 LONG LANE, DUBLIN 8, DUBLIN",Dublin,0,0,4907,425.0,2016,4,0,0
"76 THE FAIRWAYS, WOODBROOK GLEN, BRAY",Dublin,0,0,4908,300.0,2016,4,0,0
"75 WOODLAWN PARK GROVE, BALLYCULLEN RD, FIRHOUSE DUBLIN 24",Dublin,0,0,4909,205.0,2016,2,0,0
"10 BEACH GROVE, LAYTOWN, MEATH",Meath,0,0,4910,195.0,2016,1,0,0
"LYNDALE, MONEYGOURNEY, DOULAS",Cork,0,0,4911,500.0,2016,3,0,0
"43 OLIVER PLUNKETT PARK, DUNDALK, LOUTH",Louth,0,0,4912,120.0,2016,3,0,0
"36  Ard Na Cuan, Whiterock, Co. Wexford",Wexford,0,1,4913,223.58,2016,4,0,1
"1 TOUGHERSTOWN, LOUGHNAVALLEY, MULLINGAR",Westmeath,0,0,4914,150.0,2016,4,0,0
"85 CARRIG GLEN, BLESSINGTON, WICKLOW",Wicklow,0,0,4915,191.5,2016,1,0,0
"22 OLDWOOD, ARASALLAGH, ROSCOMMON TOWN",Roscommon,0,0,4916,151.5,2016,2,0,0
"Pairc Fe, Ballinamore, Co. Leitrim",Leitrim,0,1,4917,400.0,2016,4,0,1
"Clonleame, Delvin",Westmeath,0,0,4918,105.0,2016,1,0,0
"117 Monksfield, Abbeyside, Dungarvan",Waterford,0,1,4919,193.83,2016,4,0,1
"NO 3 RETIREMENT VILLAGE, WINDMILL CHURCHTOWN, MALLOW",Cork,0,0,4920,89.0,2016,3,0,0
"54 DE SELBY CRESCENT, OLD BLESSINGTON ROAD, TALLAGHT",Dublin,0,0,4921,192.42,2016,4,0,0
"RATHMOYLE RD, ABBEYLEIX, LAOIS",Laois,0,0,4922,100.0,2016,4,0,0
"ECO HOUSE, MILL LANE, SHANKILL",Dublin,0,0,4923,623.5,2016,3,0,0
"5 ELM PARK, CELBRIDGE, KILDARE",Kildare,0,0,4924,260.0,2016,3,0,0
"29 GREENVIEW, SEABROOK MANOR, STATION RD",Dublin,0,0,4925,94.04,2016,1,0,0
"72 SEAGRANGE RD, BALDOYLE, DUBLIN 13",Dublin,0,0,4926,337.0,2016,4,0,0
"8 RYSTON GATE, NEWBRIDGE, CO KILDARE",Kildare,0,0,4927,130.0,2016,2,0,0
"ORCHARD, KINNEGAD, WESTMEATH",Westmeath,0,0,4929,190.0,2016,4,0,0
"BALLYGARVAN, GUSSERANE, NEW ROSS",Wexford,0,0,4931,100.0,2016,2,0,0
"13 ST. BRIGIDS TERRACE, CIRCULAR ROAD, KELLS",Meath,0,0,4932,124.8,2016,4,0,0
"63 THE FAIRWAYS, WOODBROOK GLEN, BRAY",Dublin,0,0,4933,315.0,2016,2,0,0
"APT 3, 18 POPES QUAY, CORK",Cork,0,0,4934,100.0,2016,4,0,0
"243 KILMAINHAM SQ, INCHICORE RD, DUBLIN 8",Dublin,0,0,4935,320.0,2016,2,0,0
"61 ROSE GARDENS LODGES, MOUNT JULIET ESTATE, THOMASTOWN",Kilkenny,0,0,4936,349.0,2016,2,0,0
"14 LEIN RD, ARTANE, DUBLIN 5",Dublin,0,0,4937,204.0,2016,3,0,0
"45 SLI AN AIFRINN, ATHLONE, WESTMEATH",Westmeath,0,0,4938,191.0,2016,4,0,0
"59 Carrigweir, Tuam",Galway,0,1,4939,116.78,2016,4,0,1
"14 GLEN RICHARDS COVE, POULSHONE, RIVERCHAPEL",Wexford,0,0,4940,96.0,2016,4,0,0
"Apartment 348, Trimbleston, Goatstown",Dublin,0,1,4941,384.58,2016,3,0,1
"10 RANN MOR WALK, CRIEVESMITH, LETTERKENNY",Donegal,0,0,4942,148.0,2016,4,0,0
"APT 4 CAMCOR HOUSE, RAILWAY ROAD, BIRR",Offaly,0,0,4943,85.0,2016,3,0,0
"23 BARRY DR, FINGLAS WEST, DUBLIN 11",Dublin,1,0,4944,72.05,2016,3,0,0
"25 TEMPLE JARLATH COURT, HIGH ST, TUAM",Galway,0,0,4945,74.0,2016,4,0,0
"15 BRENNANSTOWN SQ, BRENNANSTOWN, CABINTEELY DUBLIN 18",Dublin,0,0,4946,330.0,2016,4,0,0
"BUNNAFOLLISTRAN, GLENCORRIB, SHRULE",Mayo,0,0,4947,222.5,2016,4,0,0
"34 LAURLEEN, STILLORGAN, DUBLIN",Dublin,0,0,4948,660.0,2016,2,0,0
"9 BELLTREE WALK, BELLTREE, CLONGRIFFIN",Dublin,0,1,4950,242.29,2016,3,0,1
"50 HOME VILLAS, DONNYBROOK, DUBLIN 4",Dublin,0,0,4951,500.0,2016,1,0,0
"2 AISLING COURT, DONEGAL RD, BALLYBOFEY",Donegal,0,0,4952,59.12,2016,4,0,0
"14 Ard Mhuire, Ballinasloe",Galway,0,0,4954,80.0,2016,1,0,0
"59 Thornwood, Beaumont",Dublin,0,0,4955,300.0,2016,4,0,1
"NO 5 WHEATFIELDS, KILCONNIB, FERNS",Wexford,0,1,4956,215.0,2016,2,0,1
"1 SALMON WEIR, ANNACOTTY, LIMERICK",Limerick,0,0,4958,168.0,2016,2,0,0
"KILCOMERAGH, MAHON BRIDGE, KILMACTHOMAS",Waterford,0,0,4959,190.0,2016,3,0,0
"23 KILCARRIG ST, BAGENALSTOWN, CARLOW",Carlow,0,0,4960,75.0,2016,4,0,0
"37 GRAIN ARD, LONGFORD, LONGFORD",Longford,0,0,4961,61.0,2016,4,0,0
"3 DOUGLAS WELLS, WELL RD, DOUGLAS",Cork,0,0,4962,320.0,2016,4,0,0
"COOTE HALL, BOYLE, CO ROSCOMMON",Roscommon,0,0,4963,297.5,2016,4,0,0
"20 ASHGROVE LAWN, CORK RD, CARRIGALINE CORK",Cork,0,0,4965,250.0,2016,3,0,0
"73 TAWNIES CRESCENT, CLONAKILTY, CORK",Cork,0,0,4966,185.0,2016,4,0,0
"31 WALLED GARDENS GOLF LODGE, CASTLEMARTYR RESORT, CASTLEMARTYR",Cork,0,0,4967,100.0,2016,4,0,0
"74 Wilton Manor, Rathnew",Wicklow,1,1,4968,225.0,2016,2,0,1
"63 CASTLECURRAGH HEATH, MULHUDDART, DUBLIN 15",Dublin,0,0,4969,189.0,2016,3,0,0
"LISARDBOULA, TRALEE, KERRY",Kerry,0,0,4970,260.0,2016,2,0,0
"114 MAYORSTONE AVENUE, CAHERDAVIN, LIMERICK",Limerick,0,0,4971,150.0,2016,3,0,0
"9 CHESTNUT LAWN, CLASSES LAKE, OVENS",Cork,0,0,4972,440.0,2016,3,0,0
"RIVENDELL, CLOGHER, BALLYMACELLIGOTT",Kerry,1,0,4973,189.5,2016,3,0,0
"18 THE WHARF, LAHINCH, CO CLARE",Clare,0,0,4974,147.0,2016,2,0,0
"5 ARCH MEWS, 49 WILLIAM ST, GALWAY",Galway,0,0,4975,200.0,2016,3,0,0
"5E LISSANLY EAST, CLOYNE, CORK",Cork,0,0,4976,230.0,2016,3,0,0
"20 HOLLYVILLE HEIGHTS, WEXFORD",Wexford,0,0,4977,146.0,2016,4,0,0
"25 Ard Na Ri, Castlelyons",Cork,0,1,4978,171.81,2016,3,0,1
"45 FAIRYHOUSE LODGE, RATHOATH, MEATH",Meath,0,0,4979,525.0,2016,3,0,0
"9 AISLING DR, CLAREVIEW, LIMERICK",Limerick,0,0,4980,197.0,2016,4,0,0
"7 CASTLELANDS, HYDE RD, DALKEY",Dublin,0,0,4982,895.0,2016,1,0,0
"63 BUNBURY GATE AVE, SWORDS, DUBLIN",Dublin,0,0,4983,290.0,2016,3,0,0
"Woodlands House, Ballymurn, Enniscorthy",Wexford,1,0,4984,155.0,2016,1,0,0
"51 PINE VALLEY PARK, RATHFARNHAM, DUBLIN 16",Dublin,0,0,4985,625.0,2016,1,0,0
"1 MARNE VILLAS, RATHDOWN RD, DUBLIN 7",Dublin,0,0,4987,421.0,2016,2,0,0
"APT 54  CARLTON SUITES, HENRY STREET, LIMERICK",Limerick,0,0,4988,235.0,2016,4,0,0
"6 The Green, Hazelbrook Square, Churchtown",Dublin,0,1,4989,396.48,2016,4,0,1
"15 THE CRESCENT, JOHNSTOWN MANOR, JOHNSTOWN",Kildare,0,0,4991,430.0,2016,1,0,0
"BREASTY BAY COTTAGE, BACKLANDS, MALIN HEAD",Donegal,0,0,4992,150.0,2016,1,0,0
"4 THE CLOSE, LOWTOWN MANOR, ROBERTSTOWN",Kildare,1,0,4993,192.5,2016,3,0,0
"76 MAIN ST, TEMPLEMORE, TIPPERARY",Tipperary,0,0,4994,71.0,2016,1,0,0
"53 BALLYOWEN HALL, BALLYOWEN LANE, LUCAN",Dublin,0,0,4995,166.0,2016,2,0,0
"37 RAMPARD VIEW, VIRIGINIA, COUNTY CAVAN",Cavan,0,0,4996,170.0,2016,1,0,0
"2 CORRYMORE VILLAGE, ACHILL, MAYO",Mayo,0,0,4999,120.0,2016,4,0,0
